NTSBNumber,AccidentReport,AccidentDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,HighestInjuryLevel,AircraftNumber,DamageLevel,AircraftCategory,RegulationFlightConductedUnder,FlightScheduledType,FlightTerminalType,FlightServiceType,FlightOperationType,DefiningEvent,PhaseOfFlight,IntentionalAct
CEN19LA194,AccidentReport,7/1/19,Fort Smith,Arkansas,United States,35.334445,-94.265556,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Fuel Related,Enroute,
GAA19CA381,AccidentReport,7/1/19,Coeur d'Alene,Idaho,United States,47.774444,-116.819442,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA384,AccidentReport,7/1/19,Cheyenne,Wyoming,United States,41.154998,-104.795555,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19FA183,AccidentReport,7/1/19,Ephraim,Utah,United States,39.384998,-111.49916,2,,Fatal,1,Destroyed,Glider,Part 91: General aviation,,,,Personal,Other,Maneuvering,
ERA19TA222,AccidentReport,7/2/19,Sevierville,Tennessee,United States,35.856945,-83.524444,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA390,AccidentReport,7/2/19,Tracy,California,United States,37.688888,-121.441665,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA19CA393,AccidentReport,7/2/19,Stanley,Idaho,United States,44.20861,-114.934448,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
ERA19LA214,AccidentReport,7/3/19,Haverhill,Massachusetts,United States,42.740833,-71.095001,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Maneuvering,
GAA19CA407,AccidentReport,7/3/19,Montville,Maine,United States,44.43861,-69.26667,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
WPR19LA185,AccidentReport,7/3/19,Waikoloa Village,Hawaii,United States,19.911111,-155.8125,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,Collision on Takeoff or Landing,Landing,
CEN19LA206,AccidentReport,7/4/19,Reeves,Louisiana,United States,30.520833,-93.0475,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19LA207,AccidentReport,7/4/19,Houston,Texas,United States,29.645833,-95.276947,,,Minor,1,Substantial,Helicopter,Part 91: General aviation,,,,Public aircraft - local,Abnormal Runway Contact,Landing,
CEN19TA205,AccidentReport,7/4/19,Vaiden,Mississippi,United States,33.301944,-89.814445,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
ERA19FA210,AccidentReport,7/4/19,Big Grand Cay,,Bahamas,27.238056,-78.304443,7,0,Fatal,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
GAA19CA394,AccidentReport,7/4/19,Casper,Wyoming,United States,42.89611,-106.471389,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA431,AccidentReport,7/4/19,Tavernier,Florida,United States,25.004999,-80.532218,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Undershoot/Overshoot,Landing,
CEN19FA210,AccidentReport,7/5/19,Chebanse,Illinois,United States,40.991943,-87.835556,1,1,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA388,AccidentReport,7/5/19,Talkeetna,Alaska,United States,62.630001,-149.830001,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
CEN19FA211,AccidentReport,7/6/19,Brandon,Mississippi,United States,32.427501,-89.940277,1,,Fatal,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
CEN19FA212,AccidentReport,7/6/19,Oxford,Mississippi,United States,34.387779,-89.530555,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Approach,
CEN19LA214,AccidentReport,7/6/19,Bay City,Michigan,United States,43.546943,-83.894996,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Banner tow,Loss of Control In-Flight,Maneuvering,
CEN19LA219,AccidentReport,7/6/19,Hazen,North Dakota,United States,47.29,-101.580833,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,System/Component Failure - Non-power,Takeoff,
GAA19CA387,AccidentReport,7/6/19,Seldovia,Alaska,United States,59.443889,-151.705001,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
GAA19CA389,AccidentReport,7/6/19,Paris,Texas,United States,33.641387,-95.454444,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Takeoff,
GAA19CA396,AccidentReport,7/6/19,Anacortes,Washington,United States,48.498611,-122.662498,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Loss of Control on Ground,Landing,
ERA19TA223,AccidentReport,7/7/19,Okeechobee,Florida,United States,27.266666,-80.85028,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA392,AccidentReport,7/7/19,Westfield,Indiana,United States,40.048889,-86.157775,,,None,1,Substantial,Weight-shift,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
ANC19LA032,AccidentReport,7/8/19,Newport,Oregon,United States,44.580276,-124.058052,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
CEN19LA216,AccidentReport,7/8/19,Kaneville,Illinois,United States,41.86861,-88.579719,0,0,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
CEN19LA245,AccidentReport,7/8/19,Water Valley,Texas,United States,31.834999,-100.686668,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Aerial observation,Other,Enroute,
ERA19TA213,AccidentReport,7/8/19,Franklin,Kentucky,United States,36.68111,-86.631111,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Other,Maneuvering,
CEN19LA215,AccidentReport,7/9/19,Sidney,Nebraska,United States,41.101387,-102.985275,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Positioning,Fire - Non-Impact,Takeoff,
GAA19CA430,AccidentReport,7/9/19,Wasilla,Alaska,United States,61.616943,-149.32167,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA19CA438,AccidentReport,7/9/19,Columbia Station,Ohio,United States,41.318611,-81.960556,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
WPR19LA207,AccidentReport,7/9/19,Klamath Falls,Oregon,United States,42.309558,-122.070968,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
CEN19LA217,AccidentReport,7/10/19,Ypsilanti,Michigan,United States,42.239166,-83.532501,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Takeoff,
GAA19CA398,AccidentReport,7/10/19,Petersburg,Virginia,United States,37.186943,-77.503334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA401,AccidentReport,7/10/19,Vineyard Haven,Massachusetts,United States,41.393333,-70.613891,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Navigation Error,Approach,
GAA19CA404,AccidentReport,7/10/19,Saipan,,United States,15.123888,145.731384,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,Loss of Control on Ground,Taxi,
GAA19CA466,AccidentReport,7/10/19,Palatka,Florida,United States,29.658332,-81.689445,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
ANC19FA033,AccidentReport,7/11/19,Ketchikan,Alaska,United States,55.30107,-131.65202,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
CEN19FA218,AccidentReport,7/11/19,Hawley,Minnesota,United States,46,-96,1,,Fatal,1,Destroyed,Gyroplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
CEN19LA220,AccidentReport,7/11/19,Wheeling,Illinois,United States,42.134723,-87.89167,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Approach,
GAA19CA402,AccidentReport,7/11/19,Talkeetna,Alaska,United States,62.319442,-150.113327,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Landing,
GAA19CA406,AccidentReport,7/11/19,Lincoln,Missouri,United States,38.400554,-93.332496,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA19WA478,AccidentReport,7/11/19,Bucaramanga,,Colombia,7.127777,-73.184722,,,None,1,Substantial,Airplane,"Non-U.S., non-commercial",,,,,Abnormal Runway Contact,Landing,
GAA19CA408,AccidentReport,7/12/19,Hamilton,Montana,United States,46.251388,-114.125556,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA467,AccidentReport,7/12/19,Orlando,Florida,United States,28.546112,-81.332221,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Bird Strike,Approach,
CEN19FA221,AccidentReport,7/13/19,Katy,Texas,United States,29.774723,-95.721946,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Enroute,
CEN19LA222,AccidentReport,7/13/19,Clinton,Arkansas,United States,35.599166,-92.456665,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
ERA19FA225,AccidentReport,7/13/19,Oliver Springs,Tennessee,United States,36.040554,-84.306114,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
ERA19LA224,AccidentReport,7/13/19,Carlisle,Pennsylvania,United States,40.187778,-77.169441,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Initial Climb,
ERA19LA226,AccidentReport,7/13/19,Summit,South Carolina,United States,33.935832,-81.430831,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
GAA19CA409,AccidentReport,7/13/19,Denver,Colorado,United States,39.904998,-105.114166,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Approach,
WPR19LA194,AccidentReport,7/13/19,Mosby,Montana,United States,47.040832,-107.660552,,2,Serious,1,Substantial,Helicopter,Part 91: General aviation,,,,Aerial observation,Loss of Control In-Flight,Landing,
CEN19LA223,AccidentReport,7/14/19,Elkhart,Indiana,United States,41.720535,-85.979141,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,,Standing,
CEN19LA224,AccidentReport,7/14/19,Osceola,Wisconsin,United States,45.310001,-92.690002,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Takeoff,
CEN19LA225,AccidentReport,7/14/19,Knox,Indiana,United States,41.294166,-86.622497,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Maneuvering,
ERA19LA227,AccidentReport,7/14/19,Hastings,Florida,United States,29.693332,-81.506942,0,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Low Altitude Operation,Initial Climb,
GAA19CA411,AccidentReport,7/14/19,San Diego,California,United States,32.815834,-117.139442,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA412,AccidentReport,7/14/19,Elkton,Florida,United States,29.901111,-81.3125,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Maneuvering,
GAA19CA447,AccidentReport,7/14/19,Sparks,Nevada,United States,39.868057,-119.710281,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
WPR19LA190,AccidentReport,7/14/19,Cascade,Idaho,United States,44.536666,-115.35083,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
GAA19CA416,AccidentReport,7/15/19,York,South Carolina,United States,35.029167,-81.252502,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Takeoff,
GAA19CA421,AccidentReport,7/15/19,Lompoc,California,United States,34.665554,-120.457496,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Approach,
GAA19CA437,AccidentReport,7/15/19,Bancroft,Idaho,United States,42.800556,-111.986946,,,Minor,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Loss of Control In-Flight,Maneuvering,
GAA19CA487,AccidentReport,7/15/19,Bison,South Dakota,United States,45.518333,-102.467781,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19FA188,AccidentReport,7/15/19,Hayward,California,United States,37.655834,-122.12361,1,1,Fatal,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Unknown,Maneuvering,
WPR19LA195,AccidentReport,7/15/19,Hurricane,Utah,United States,37.040649,-113.209304,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
ANC19LA034,AccidentReport,7/16/19,Ocean City,Maryland,United States,38.33889,-75.061668,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,System/Component Failure - Powerplant,Maneuvering,
CEN19LA226,AccidentReport,7/16/19,Detroit Lakes,Minnesota,United States,46.833057,-95.89389,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Approach,
ERA19LA228,AccidentReport,7/16/19,Gainesboro,Tennessee,United States,36.395832,-85.641387,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19LA229,AccidentReport,7/16/19,Crescent,Florida,United States,29.43,-81.604164,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA423,AccidentReport,7/16/19,Salmon,Idaho,United States,44.968055,-114.73278,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Unintended Flight Into IMC,Landing,
GAA19CA424,AccidentReport,7/16/19,Grand Canyon,Arizona,United States,35.946666,-112.153335,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA19CA425,AccidentReport,7/16/19,Brownville,Maine,United States,45.336112,-69.050834,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA428,AccidentReport,7/16/19,Council Bluff,Iowa,United States,41.234443,-95.746391,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Abnormal Runway Contact,Takeoff,
WPR19LA189,AccidentReport,7/16/19,Aumsville,Oregon,United States,44.8875,-122.871948,,1,Serious,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Fire - Non-Impact,Enroute,
WPR19LA191,AccidentReport,7/17/19,Alvord Desert,Oregon,United States,42.5354,-118.456,1,,Fatal,1,Destroyed,Glider,Part 91: General aviation,,,,Glider tow,Loss of Control In-Flight,Takeoff,
WPR19TA193,AccidentReport,7/17/19,Mesquite,Nevada,United States,36.8325,-114.05722,,,Minor,1,Destroyed,Airplane,Part 91: General aviation,,,,Ferry,Collision on Takeoff or Landing,Landing,
GAA19CA433,AccidentReport,7/18/19,Laramie,Wyoming,United States,41.311943,-105.675003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Abnormal Runway Contact,Landing,
WPR19LA192,AccidentReport,7/18/19,Draper,Utah,United States,40.52639,-111.83139,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19LA231,AccidentReport,7/19/19,Poughkeepsie,New York,United States,41.626667,-73.884162,,3,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
ERA19LA232,AccidentReport,7/19/19,Ocean City,Maryland,United States,38.314445,-75.127777,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ERA19TA233,AccidentReport,7/19/19,Sanford,Florida,United States,28.777221,-81.235,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA440,AccidentReport,7/19/19,Denver,Colorado,United States,39.578609,-104.851112,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
GAA19CA445,AccidentReport,7/19/19,Phoenix,Arizona,United States,33.688331,-112.082496,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA450,AccidentReport,7/19/19,Cove,Oregon,United States,45.354167,-117.633331,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Runway Excursion,Takeoff,
WPR19LA196,AccidentReport,7/19/19,The Dalles,Oregon,United States,45.619445,-121.168334,,,None,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Takeoff,
ANC19TA037,AccidentReport,7/20/19,Skwentna,Alaska,United States,61.687778,-151.40083,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Approach,
CEN19CA227,AccidentReport,7/20/19,Oshkosh,Wisconsin,United States,43.984443,-88.556663,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19FA235,AccidentReport,7/20/19,Kilgore,Texas,United States,32.379428,-94.860847,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA19CA443,AccidentReport,7/20/19,Jefferson City,Missouri,United States,38.59111,-92.156112,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA446,AccidentReport,7/20/19,Tracy,California,United States,37.673053,-121.438056,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
WPR19CA197,AccidentReport,7/20/19,Yellow Pine,Idaho,United States,44.883888,-115.707496,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
WPR19LA200,AccidentReport,7/20/19,Battleground,Washington,United States,45.819999,-122.550003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Landing,
WPR19LA201,AccidentReport,7/20/19,King City,California,United States,36.228332,-121.121391,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19LA229,AccidentReport,7/21/19,Houston,Missouri,United States,37.333332,-91.966667,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Takeoff,
CEN19LA230,AccidentReport,7/21/19,Ida Grove,Iowa,United States,42.340831,-95.538055,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Maneuvering,
CEN19LA231,AccidentReport,7/21/19,Breckenridge,Michigan,United States,43.484165,-84.484443,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Initial Climb,
CEN19LA232,AccidentReport,7/21/19,Fredericksburg,Texas,United States,30.335832,-98.839447,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19WA460,AccidentReport,7/21/19,"Hythe, Kent-UK",,United Kingdom,,,1,1,Fatal,1,Destroyed,Airplane,"Non-U.S., non-commercial",,,,,Loss of Control In-Flight,Enroute,
WPR19LA202,AccidentReport,7/21/19,Port Townsend,Washington,United States,48.051666,-122.801391,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
ANC19LA039,AccidentReport,7/22/19,Boise,Idaho,United States,43.561111,-116.21833,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Abnormal Runway Contact,Landing,
CEN19LA233,AccidentReport,7/22/19,Kingston,Oklahoma,United States,33.999168,-96.641944,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
GAA19CA448,AccidentReport,7/22/19,Van Nuys,California,United States,34.20972,-118.489997,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,Loss of Control on Ground,Landing,
WPR19LA198,AccidentReport,7/22/19,Madras,Oregon,United States,44.670276,-121.155281,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
ANC19LA040,AccidentReport,7/23/19,Farewell,Alaska,United States,62.4775,-153.519729,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
CEN19CA237,AccidentReport,7/24/19,Oshkosh,Wisconsin,United States,43.99139,-88.559997,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN19FA236,AccidentReport,7/24/19,Chadron,Nebraska,United States,42.850276,-103.084999,3,0,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Approach,
CEN19LA244,AccidentReport,7/24/19,Walls,Mississippi,United States,34.9575,-90.151664,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Fuel Related,Initial Climb,
ERA19FA234,AccidentReport,7/24/19,Americus,Georgia,United States,32.136112,-84.194442,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unintended Flight Into IMC,Initial Climb,
GAA19CA452,AccidentReport,7/24/19,Welsh,Louisiana,United States,30.202222,-92.775001,,,Minor,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA453,AccidentReport,7/24/19,STANTON,Texas,United States,32.201389,-101.688613,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA454,AccidentReport,7/24/19,Deshler,Nebraska,United States,40.167221,-97.714721,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA463,AccidentReport,7/24/19,Springfield,Tennessee,United States,36.532501,-86.924163,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Taxi,
CEN19LA243,AccidentReport,7/25/19,Viroqua,Wisconsin,United States,43.556945,-90.88861,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19LA238,AccidentReport,7/25/19,Cuthbert,Georgia,United States,31.604999,-84.824996,0,0,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Enroute,
ERA19TA235,AccidentReport,7/25/19,Wakefield,Virginia,United States,36.981109,-77.003051,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Takeoff,
CEN19LA241,AccidentReport,7/26/19,Mitchell,South Dakota,United States,43.774723,-98.038612,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA469,AccidentReport,7/26/19,Wurtsboro,New York,United States,41.597221,-74.458335,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Cabin Safety Events,Takeoff,
WPR19LA226,AccidentReport,7/26/19,Fall City,Washington,United States,47.559444,-121.863609,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19LA240,AccidentReport,7/27/19,Blair,Nebraska,United States,41.564167,-96.14083,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Non-power,Maneuvering,
CEN19LA242,AccidentReport,7/27/19,Lake,Michigan,United States,43.77222,-84.946113,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Initial Climb,
CEN19LA246,AccidentReport,7/27/19,El Paso,Texas,United States,31.807222,-106.376388,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Non-power,Approach,
CEN19LA251,AccidentReport,7/27/19,Chicago,Illinois,United States,41.783054,-87.745002,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Landing,
GAA19CA456,AccidentReport,7/27/19,Sparta,Tennessee,United States,36.058887,-85.527778,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Loss of Control on Ground,Takeoff,
GAA19CA457,AccidentReport,7/27/19,Dukedom,Tennessee,United States,36.447776,-88.722503,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA468,AccidentReport,7/27/19,Gaithersburg,Maryland,United States,39.168334,-77.166114,,,None,1,Minor,Airplane,Part 91: General aviation,,,,Instructional,Ground Collision,Taxi,
GAA19CA468,AccidentReport,7/27/19,Gaithersburg,Maryland,United States,39.168334,-77.166114,,,None,2,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
GAA19CA479,AccidentReport,7/27/19,Mackay,Idaho,United States,43.853332,-113.512779,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA500,AccidentReport,7/27/19,Tok,Alaska,United States,63.329444,-142.95195,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19LA205,AccidentReport,7/27/19,Eugene,Oregon,United States,44.121387,-123.207221,,2,Serious,1,Substantial,Helicopter,Part 91: General aviation,,,,Other work use,Abrupt Maneuver,Approach,
CEN19CA239,AccidentReport,7/28/19,Oshkosh,Wisconsin,United States,43.954723,-88.664169,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19FA238,AccidentReport,7/28/19,Gainesville,Texas,United States,33.629943,-97.150299,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Landing,
GAA19CA465,AccidentReport,7/28/19,Richmond,Virginia,United States,37.406387,-77.524719,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA19CA472,AccidentReport,7/28/19,Mt. Sterling,Kentucky,United States,38.058055,-83.979446,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
WPR19LA204,AccidentReport,7/29/19,Vernal,Utah,United States,40.448333,-109.506942,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Takeoff,
CEN19LA265,AccidentReport,7/30/19,Fairhope,Alabama,United States,30.514722,-87.871948,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Enroute,
CEN19WA268,AccidentReport,7/30/19,"Senneterre, Quebec",,Canada,48.471944,-77.047778,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
ERA19LA239,AccidentReport,7/30/19,Chattanooga,Tennessee,United States,35.031665,-85.204719,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Initial Climb,
